running,-6.960123,4.389633,10.327422,0.54000485,0.029321533,-0.29626966
running,0.26739794,-0.79441714,7.6546397,0.007635816,-1.3613132,1.3686435
running,1.9561325,-1.7778672,6.747162,0.82451534,-1.2892311,1.1430815
running,0.31944183,0.72083783,5.953343,-0.56596667,1.0213667,0.31413746
running,-3.211168,2.958127,11.449059,-1.0951287,-1.1339186,0.36667186
running,-6.3182483,-0.21954148,10.473983,0.27305678,-0.9767735,3.0579915
running,-3.595216,2.524428,11.437693,1.6142114,-0.14813483,5.138293
running,3.5814574,-0.57427746,6.966105,0.9416488,-0.4251622,-0.02977968
running,6.0777693,-2.8755746,8.706883,0.58459806,-0.34437528,-0.07696902
running,3.9415772,1.4297116,11.836097,-0.00992656,-1.3329079,0.71837753
running,-3.083152,11.154142,7.73779,1.8283197,-0.61361414,1.6931658
running,0.66161543,10.165309,16.114464,3.118467,0.24984388,3.5272887
running,7.0618176,-2.5615165,15.911673,1.3732251,1.0752755,1.8839084
running,6.108278,-5.6614184,4.430909,-0.02977968,-0.38637227,0.0720821
running,4.1318064,-3.897908,3.054438,-0.31474832,-0.59238654,0.38072178
running,7.12762,3.932006,11.58186,-0.77213365,-1.1578951,0.6826419
running,3.5742788,9.982856,9.55155,2.094504,0.6977608,0.21120666
running,6.2237315,1.9818554,17.19303,5.292842,0.45341474,-0.06001751
running,10.910673,-4.5062833,14.767903,3.5686748,-1.427592,0.54199016
running,5.1786666,-7.882556,0.9194421,-0.6094908,1.7683022,0.83459467
running,6.535995,-3.894917,0.7316055,-0.050701816,0.62796944,-0.003054326
running,11.59502,3.932006,12.910475,-0.46486846,0.10552697,-0.3494149
running,2.3186452,9.164511,8.140981,0.3275765,-0.106137834,-1.077719
running,1.4051851,8.732606,5.782256,1.8649716,-0.63071835,-0.5500842
running,14.133207,0.7573284,18.884754,0.2790127,0.8536842,-1.3687963
running,10.849058,-0.9451649,8.760722,1.2095132,-0.058337633,-1.3842206
running,1.9746768,-4.2951164,2.8091738,3.8038578,-4.21833,1.1204796
running,6.0921264,1.9148563,3.792624,1.4422529,-0.34147367,2.6762006
running,11.814562,0.14476576,5.1678987,0.8330675,2.2192733,2.572659
running,5.9030933,5.032106,10.052846,2.0007365,0.708451,1.9420934
running,10.430912,9.666406,22.662424,7.2053084,0.88529646,2.2262983
running,4.750351,0.8350951,16.538591,7.036404,0.90576047,0.398895
running,3.8668015,-2.315654,9.780065,3.209486,1.791515,0.13729197
running,3.8691943,0.24646074,5.094918,0.95233893,-1.2857187,0.9949468
running,9.253045,-7.1808605,6.2805614,-2.1673498,1.6404786,2.3910792
running,17.325232,-13.3226385,9.419945,-3.636939,-0.31581733,2.192548
running,13.688142,-2.2815564,10.400404,-2.8478537,-3.2812626,-0.41157046
running,2.9359934,8.461619,14.167305,-0.064751714,0.112399206,1.1340714
running,8.712267,12.806985,10.990234,2.388025,-1.8452712,-2.002569
running,18.983458,-4.0420756,19.034306,3.8493674,0.090713486,-1.738217
running,14.816358,-10.551749,8.957532,3.3864841,-0.11407909,-3.1483996
running,4.436293,-14.216956,0.55752766,2.3258693,-0.6227771,-1.0939069
running,1.1497513,-6.8195443,-4.3962135,-1.1716396,2.9439123,-0.055741455
running,17.51307,12.881163,18.412172,-2.8432722,-0.6618725,0.6782131
running,0.90448695,12.565908,5.852844,-1.0690142,4.070806,-1.2212723
running,-0.05922236,2.7972097,15.026328,2.312125,4.763985,0.65270954
running,-0.071186475,-3.527619,10.589437,0.874759,1.0155635,-0.88193667
running,3.2620156,-1.7006987,9.65504,-0.8950703,1.3642148,-1.2939653
running,5.602794,-3.8237305,12.927822,-0.029474247,-4.658153,-4.5307875
running,1.1916257,3.0999017,8.132008,0.8347474,2.4909558,-2.459038
running,-5.928218,3.3750763,8.772088,0.014813482,1.0089967,-1.8142698
running,-5.7601223,1.3298112,3.4666018,2.6149614,3.5431712,-1.4421002
running,-7.603792,2.2761726,5.1960144,0.9059132,2.575866,-1.5476271
running,-8.895916,7.6893353,11.784652,-1.0094548,0.4934264,-1.0595458
running,-1.8909281,12.119048,17.727226,2.5648704,-1.2388347,1.2247849
running,-16.801205,2.8875387,23.764318,4.4501534,-1.5984817,1.156826
running,-11.300703,-3.1836505,6.108876,3.0051515,-2.2670736,0.464563
running,-6.719644,-14.278571,-0.51266223,2.387414,1.1258247,0.041691553
running,-4.5894337,-9.436096,-7.051648,1.4955509,0.3052799,-4.2653666
running,-38.817566,12.802797,10.904691,-3.4368806,1.3316863,-5.3081136
running,-8.319844,20.493927,8.395817,-0.9045387,-1.1673635,0.89919364
running,0.1369891,6.2141604,8.995218,1.8909334,-1.0888673,3.4220672
running,-24.985256,14.763118,16.761723,5.3327007,-3.1178563,3.8568504
running,-15.982261,5.0823555,6.760322,5.2613826,-0.40775254,3.549585
running,-8.055437,-18.271593,0.3152544,0.9049969,0.32360587,1.425454
running,0.43429732,-11.842677,-2.7349963,-1.6013832,0.36102137,-4.352262
running,-32.243286,10.103694,7.3256264,-2.7418687,0.99082345,-6.1178155
running,-18.78964,15.736398,5.2331033,-2.8464794,0.5006041,0.22479841
running,-2.0721843,8.316256,2.5998018,-1.9275852,-0.14110987,2.1268802
running,-5.6991053,6.9942207,6.378667,-1.8383989,-2.6885707,4.1291437
running,-16.762321,1.0887343,10.412966,-0.0888809,-1.9724839,2.0120375
running,-7.5906315,0.6759724,-2.3353949,-1.105666,-0.65179324,1.7130189
running,-2.3874388,5.665606,-2.2576282,-0.3297145,4.750699,5.455179
running,-13.14557,2.8283165,9.898509,-6.575812,1.1513283,2.1313088
running,-1.5571294,4.194618,12.890734,1.5322027,-3.3567045,4.8773007
running,6.5198436,-8.240881,4.679763,0.548557,-5.433646,2.988811
running,12.122638,-16.65225,-2.295315,-1.8781052,-4.332867,3.514766
running,30.83511,-11.31506,9.300901,-0.65148777,-7.470271,5.397147
running,14.6841545,13.869996,7.225128,0.40439278,-0.13713925,-0.49113566
running,13.517653,13.881961,0.6831509,1.0538952,-0.9439395,-3.7197113
running,27.259634,2.588436,4.7449675,1.269378,1.9599612,-6.4737973
running,37.734215,2.2462623,4.3238306,1.255328,2.0083723,-7.9296417
running,6.6131635,-15.627524,1.5595222,3.4755177,-0.29810223,-2.5202773
running,0.6586244,-13.04866,-1.4943178,1.4795157,2.2605069,3.0176742
running,13.33221,-3.495914,-5.4963136,-0.25885415,0.79168135,4.9637384
running,29.596226,15.364912,-3.1561332,-0.7481572,-1.7066047,4.4849725
running,12.125628,13.653446,0.3397808,-1.9837849,0.4813618,0.46517387
running,4.301099,10.283753,4.31067,0.43890667,0.8315403,-1.9344575
running,15.80579,11.589637,10.397412,1.7197384,1.3428345,-3.8802161
running,17.038692,4.6486564,9.969695,3.1105258,1.1991285,-3.8030944
running,3.671188,-5.541179,2.928815,1.953547,-0.045814894,-0.57940567
running,1.5972091,-7.0785675,-0.6867401,0.45677447,2.5109615,2.2655466
running,15.626328,-5.026722,-3.735196,2.3634377,1.1684325,4.4584
running,23.099113,6.8656063,-1.8741783,1.3675746,-0.9388999,3.8429532
running,8.169695,11.240883,0.34217364,-0.01817324,0.001069014,0.46639562
running,6.4815583,14.645271,4.0707893,0.7797695,0.9274462,-2.7536278
running,26.786453,13.75215,12.390036,2.6670377,0.6966918,-4.945107
running,17.038692,-0.80937225,8.026125,2.3058636,0.38240165,-2.2953262
running,1.7294126,-8.345567,1.457229,3.28279,0.75961095,1.0580186
running,4.6767716,-8.44128,-2.4281168,1.3923146,1.6137533,2.8212812
running,19.601404,-3.0873394,-3.1579278,-2.5266914,2.7698157,4.6312747
running,15.307485,7.431509,0.32362926,-1.2907583,1.0230466,2.538298
running,11.236695,17.27618,8.1230345,-0.49174652,0.26419923,-1.1534663
running,13.774881,6.7334027,9.072986,3.0618093,0.22876903,-4.5735483
running,27.363722,3.6245282,13.577474,3.2791247,0.61575216,-4.839122
running,5.348557,-11.111072,2.3030918,3.0240884,-0.19593503,-1.246776
running,-3.028117,-12.71187,-0.076570325,2.7194192,0.35811976,1.2530373
running,12.939188,-4.7365923,-1.9381863,-2.2461514,2.1036673,4.1856484
running,18.232113,10.2520485,5.2779684,-0.28313604,0.36193767,2.663067
running,8.076375,9.946365,3.589832,-1.6473509,0.9414961,-0.25121832
running,3.5940197,10.094721,3.263212,1.1100949,0.410196,-2.4013114
running,23.087149,13.173087,6.3541408,1.8037324,2.1015291,-3.8460076
running,20.979073,1.0660025,4.5020957,2.7267497,1.2173017,-3.6172385
